"nct_id","disease","drug"
"NCT03080831","Potassium Disorders","NaCl 0.9% in Glucose 5% + 40mmol/L Potassium"
"NCT03080831","Chloride Disorder","NaCl 0.9% in Glucose 5% + 40mmol/L Potassium"
"NCT01838616","Back Pain","Oxycodone/Naloxone Prolonged Release"
"NCT01588795","Diabetic Nephropathy","Standardized antiproteinuric medication regimen includes an angiotensin receptor blocker , a diuretic , 25OH vitamin D3 and a statin"
"NCT01588795","Persistent Proteinuria With Type II Diabetes","Standardized antiproteinuric medication regimen includes an angiotensin receptor blocker , a diuretic , 25OH vitamin D3 and a statin"
"NCT05028907","Ophthalmopathy , Lacrimal System","5 mg chloramphenicol, 1 mg dexamethasone sodium phosphate, 0.25 mg tetryzoline hydrochloride, 2 mg Hydroxypropyl Methyl Cellulose, 10 mg α-tocopherol acetate and 8 mg macrogol 400)."
"NCT05028907","Ophthalmopathy , Lacrimal System","sodium hyaluronate, polyethylene and propylene glycol based) three times daily for three months"
"NCT01748643","Obesity","deep neuromuscular blockade with rocuronium, reversal with sugammadex"
"NCT01748643","Obesity","normal neuromuscular blockade reversal with rocuronium, reversal with neostigmine"
"NCT01748643","Laparoscopic Gastric Bypass Surgery","deep neuromuscular blockade with rocuronium, reversal with sugammadex"
"NCT01748643","Laparoscopic Gastric Bypass Surgery","normal neuromuscular blockade reversal with rocuronium, reversal with neostigmine"
"NCT01869036","Anesthesia, Caudal","caudal anesthesia supplemented with morphine"
"NCT00442897","Hypercholesterolemia","simvastatin (+) ezetimibe"
"NCT02498015","Hepatitis C, Chronic","""3D"" regimen with ribavirin"
"NCT02402296","Localized Aggressive Periodontitis","β-1,3/1,6-D-glucan"
"NCT00195351","Appendicitis","ceftriaxone sodium + metronidazole"
"NCT00195351","Cholecystitis","ceftriaxone sodium + metronidazole"
"NCT00195351","Cross Infection","ceftriaxone sodium + metronidazole"
"NCT00195351","Diverticulitis","ceftriaxone sodium + metronidazole"
"NCT00195351","Peritonitis","ceftriaxone sodium + metronidazole"
"NCT02633241","Developmental Delay","Dexmedetomidine bolus and infusion-Propofol"
"NCT02383771","Coronary Artery Disease","Aspirin + Ticagrelor"
"NCT02383771","Coronary Artery Disease","Aspirin + Ticagrelor"
"NCT03549975","Stroke","Botulinum Toxin Type A 100 unit/Vial (Product)"
"NCT03690973","Alveolar Socket Preservation","Alveolar socket preservation with graft and flap surgery"
"NCT03690973","Alveolar Socket Preservation","Alveolar socket preservation with graft and flapless surgery"
"NCT03681574","Vomiting","GABA 15mg/kg Group"
"NCT03681574","Vomiting","GABA 30mg/kg Group"
"NCT03250910","Hepatitis C Virus Infection, Response to Therapy of","Sofosbuvir and Velpatasvir"
"NCT03250910","Human Immunodeficiency Virus","Sofosbuvir and Velpatasvir"
"NCT03211650","Knee Osteoarthritis","hyaluronic Acid + platelet-rich plasma"
"NCT03196882","Anemia Ferropenic","40mg/day of iron"
"NCT03196882","Anemia Ferropenic","20mg/day of iron"
"NCT03196882","Anemia Ferropenic","80mg/day of iron"
"NCT03196882","Risk of Hemoconcentration (Iron Levels >130g/L)","40mg/day of iron"
"NCT03196882","Risk of Hemoconcentration (Iron Levels >130g/L)","20mg/day of iron"
"NCT03196882","Risk of Hemoconcentration (Iron Levels >130g/L)","80mg/day of iron"
"NCT03537196","Hepatitis C","Sofosbuvir 400 mg and Daclatasvir 60 mg"
"NCT03537196","Hepatitis C","Sofosbuvir 400 mg and Daclatasvir 90 mg"
"NCT03537196","Hepatitis C","Sofosbuvir and Daclatasvir for 24 weeks"
"NCT03537196","Drug Use","Sofosbuvir 400 mg and Daclatasvir 60 mg"
"NCT03537196","Drug Use","Sofosbuvir 400 mg and Daclatasvir 90 mg"
"NCT03537196","Drug Use","Sofosbuvir and Daclatasvir for 24 weeks"
"NCT03537196","Viral Hepatitis C","Sofosbuvir 400 mg and Daclatasvir 60 mg"
"NCT03537196","Viral Hepatitis C","Sofosbuvir 400 mg and Daclatasvir 90 mg"
"NCT03537196","Viral Hepatitis C","Sofosbuvir and Daclatasvir for 24 weeks"
"NCT01871857","Acute Bronchiolitis","Hypertonic saline and epinephrine"
"NCT01871857","Acute Bronchiolitis","Normal saline and epinephrine"
"NCT02987751","Type2 Diabetes","Glargine + Glulisine"
"NCT02987751","Type2 Diabetes","Premixed analogue insulin (70/30)"
"NCT01822288","Menopausal Syndromes","Estradiol & medroxyprogesterone acetate"
"NCT01857843","Acute Coronary Syndrome","Ezetimibe 10mg & Simvastatin 40mg"
"NCT02939495","Premature Ejaculation","Dapoxetine/Sildenafil 30/50 mg film coated tablet"
"NCT02939495","Erectile Dysfunction","Dapoxetine/Sildenafil 30/50 mg film coated tablet"
"NCT00971997","Diabetes Mellitus, Type 2","Lispro Mix 50/50"
"NCT01502904","Stable Angina or Acute Coronary Syndrome Considered for Percutaneous Coronary Intervention With Dyslipidemia or Hypertension","pravastatin 20mg/day after DES implantation"
"NCT01502904","Stable Angina or Acute Coronary Syndrome Considered for Percutaneous Coronary Intervention With Dyslipidemia or Hypertension","pitavastatin 2mg/day after DES implantation"
"NCT01502904","Stable Angina or Acute Coronary Syndrome Considered for Percutaneous Coronary Intervention With Dyslipidemia or Hypertension","Non-ARB /day after DES implantation"
"NCT01502904","Stable Angina or Acute Coronary Syndrome Considered for Percutaneous Coronary Intervention With Dyslipidemia or Hypertension","Eposartan 600mg/day after DES implantation"
"NCT02935322","Periodontal Disease","0.12 % chlorhexidine + 0.2 % NaF mouthrinse"
"NCT02926989","Hypokalemia","Plasmalyte Glucos 50 mg/mL"
"NCT02926989","Hyponatremia","Plasmalyte Glucos 50 mg/mL"
"NCT02926989","Hypernatremia","Plasmalyte Glucos 50 mg/mL"
"NCT02926989","Dehydration","Plasmalyte Glucos 50 mg/mL"
"NCT02113436","Asthma","FP/ SLM HFA MDI 50/25 mcg"
"NCT02171988","Postural Orthostatic Tachycardia Syndrome","Propranolol+pyridostigmine"
"NCT02171988","Postural Orthostatic Tachycardia Syndrome","Bisoprolol+pyridostgmine"
"NCT01431508","Hypertension","Losartan 50 mg / HCTZ 12.5 mg"
"NCT02324738","Healthy","Mefloquine and Dihydroartemisinin-piperaquine"
"NCT00576316","Asthma","Symbicort Turbuhaler 160/4.5"
"NCT03549598","Cardiac Sarcoidosis","68Ga-DOTATATE PET/CT"
"NCT03549598","Cardiac Sarcoidosis","18FDG PET/CT scan"
"NCT03549598","Cardiac Sarcoidosis","13NH3 PET/CT scan"
"NCT01932996","Cigarette Smoking","nicotine patch plus nicotine gum/lozenge"
"NCT01932996","Tobacco Smoking","nicotine patch plus nicotine gum/lozenge"
"NCT01932996","Smoking, Tobacco","nicotine patch plus nicotine gum/lozenge"
"NCT03084809","Colorectal Cancer","Cytokine-induced killer cells+ FOLFOX4"
"NCT03084809","Cytokine-induced Killer Cells","Cytokine-induced killer cells+ FOLFOX4"
"NCT03084809","Postoperative Complications","Cytokine-induced killer cells+ FOLFOX4"
"NCT03084809","Survival","Cytokine-induced killer cells+ FOLFOX4"
"NCT01936857","Substance Related Disorders","Buprenorphine/naloxone"
"NCT01300546","Migraine","Sumatriptan/Naproxen Sodium"
"NCT02037672","PCOS","metformin and roflumilast"
"NCT02037672","Obesity","metformin and roflumilast"
"NCT01724476","Schizophrenia","folate with B12"
"NCT01267487","Cardiac Surgery","Heparin and protamine titration"
"NCT01267487","Anticoagulation","Heparin and protamine titration"
"NCT02308124","Orthostatic; Hypotension, Neurogenic","Midodrine + pyridostigmine"
"NCT01317446","Gingivitis","amine fluoride/stannous fluoride"
"NCT02067078","Total Knee Arthroplasty","Dexamethasone 4 mg + Clonidine 75 microgram + Marcaine 90 mg + Adrenaline 90 microgram"
"NCT02067078","Total Knee Arthroplasty","Dexamethasone 2 mg + Clonidine 37,5 microgram + Marcaine 45 mg + Adrenaline 45 microgram"
"NCT02067078","Total Knee Arthroplasty","Ropivacaine + Toradol + Adrenaline"
"NCT02067078","Pain","Dexamethasone 4 mg + Clonidine 75 microgram + Marcaine 90 mg + Adrenaline 90 microgram"
"NCT02067078","Pain","Dexamethasone 2 mg + Clonidine 37,5 microgram + Marcaine 45 mg + Adrenaline 45 microgram"
"NCT02067078","Pain","Ropivacaine + Toradol + Adrenaline"
"NCT02067078","Nerve Blocks","Dexamethasone 4 mg + Clonidine 75 microgram + Marcaine 90 mg + Adrenaline 90 microgram"
"NCT02067078","Nerve Blocks","Dexamethasone 2 mg + Clonidine 37,5 microgram + Marcaine 45 mg + Adrenaline 45 microgram"
"NCT02067078","Nerve Blocks","Ropivacaine + Toradol + Adrenaline"
"NCT01214941","Pharmacokinetics","Ticlopidine and itraconazole"
"NCT02065076","Hyperkalemia","Lactose with carob gum"
"NCT02065076","Chronic Kidney Failure","Lactose with carob gum"
"NCT01935128","Renal Transplant","Arm 1 Everolimus/Reduced dose tacrolimus"
"NCT01718236","Caesarean Section","Rocuronium + sugammadex"
"NCT01718236","Caesarean Section","Succinylcholine + Neostigmine"
"NCT01994226","Gout","Naproxen 750 mg/250 mg"
"NCT02964091","Chronic Hepatitis C","sofosbuvir/ledipasvir"
"NCT01555736","Seasonal Allergic Rhinitis","grass (80%) and rye (20%) pollens allergoids"
"NCT02263352","Positive Regulation of Oxidative Stress Process","Lycored soft gels Jagsonpal Pharma, Systemic 8mgms/day"
"NCT01656005","Chronic Obstructive Pulmonary Disease","Beclometasone/formoterol"
"NCT01800435","Hereditary Factor VIII Deficiency Disease With Inhibitor","aPCC, aPCC + TXA"
"NCT01800435","Hereditary Factor VIII Deficiency Disease With Inhibitor","rFVIIa, rFVIIa + TXA"
"NCT01669980","Infections","IV Ceftriaxone and Vancomycin"
"NCT01669980","Pneumonia","IV Ceftriaxone and Vancomycin"
"NCT01777997","HIV-1 Infection","Emtricitabine/rilpivirine/tenofovir disoproxil fumarate"
"NCT03583567","Protamine Adverse Reaction","Chlorpheniramine and ranitidine"
"NCT01943812","Pregnancy Loss","Estradiol and progeterone"
"NCT01943812","Frozen Embryo Transfer","Estradiol and progeterone"
"NCT02231788","Hypertension","Telminuvo®Tab. 40/2.5mg"
"NCT02237079","Obesity","Bazedoxifene/Conjugated Estrogens (BZA/CE)"
"NCT02237079","Glucose Homeostasis","Bazedoxifene/Conjugated Estrogens (BZA/CE)"
"NCT01456780","Meibomian Gland Dysfunction","Loteprednol/tobramycin"
"NCT01456780","Meibomian Gland Dysfunction","B+L Advanced Eye Relief Lubricant Drop"
"NCT01456780","Posterior Blepharitis","Loteprednol/tobramycin"
"NCT01456780","Posterior Blepharitis","B+L Advanced Eye Relief Lubricant Drop"
"NCT01437995","Asthma","Fluticasone/Salmeterol Diskus"
"NCT01437995","Asthma","Fluticasone/Salmeterol Diskus"
"NCT01277822","Hypertension","Losartan (+) amlodipine"
"NCT01277822","Hypertension","Placebo to match losartan/amlodipine tablets"
"NCT01276821","Bronchiolitis","L-Epinephrine and Normal Saline (0.9%)"
"NCT01276821","Bronchiolitis","L-Epinephrine and Hypertonic Saline (3%)"
"NCT01935674","HIV","Continue Ritonavir-boosted PI+Rosuvastatin"
"NCT01034397","Rheumatoid Arthritis","tocilizumab [RoActemra/Actemra]"
"NCT01535027","Osteoporosis","teriparatide and raloxifene"
"NCT01535027","Osteoporosis","teriparatide and alendronate"
"NCT01907373","Drug Interaction of Olmesartan in Healthy Chinese Volunteers","olmesartan medoxomil+probenecid"
"NCT01911468","PCOS","metformin and liraglutide"
"NCT04767243","Chronic Periodontitis","open flap debridement and filled Bioactive glass (Perioglas®) and A-PRF"
"NCT04767243","Bone Loss","open flap debridement and filled Bioactive glass (Perioglas®) and A-PRF"
"NCT00323856","Severe Hemophilia A","Alphanate SD/HT"
"NCT01955811","Blood Platelet Transfusion","Administration of platelet concentrate and taking blood samples"
"NCT01955811","Blood Clotting","Administration of platelet concentrate and taking blood samples"
"NCT00851630","Tuberculosis","Fixed dose combination zidovudine/lamivudine/abacavir"
"NCT01503658","Influence of Genotype of Drug Metabolizing Enzyme or Transporter on the Pharmacokinetics/Pharmacodynamics of Clopidogrel","Clopidogrel+Aspirin"
"NCT04367831","Venous Thromboses","Enoxaparin/Lovenox Intermediate Dose"
"NCT04367831","Arterial Thrombosis","Enoxaparin/Lovenox Intermediate Dose"
"NCT02031692","Benign Paroxysmal Positional Vertigo","400IU cholecalciferol and 500mg of elemental calcium as calcium carbonate"
"NCT04291729","COVID-19","Ganovo+ritonavir+/-Interferon nebulization"
"NCT04280874","Induction of Labor Affected Fetus / Newborn","Dinoprostone 2 MG/2.5 ML Vaginal Gel/Jelly"
"NCT04245774","Outpatients","Levobupivacaine (as Levobupivacaine Hydrochloride) 75 Mg/10 mL Solution for Injection Ampoule"
"NCT04245774","Outpatients","Bupivacaine/Dextrose"
"NCT04245774","General Surgery","Levobupivacaine (as Levobupivacaine Hydrochloride) 75 Mg/10 mL Solution for Injection Ampoule"
"NCT04245774","General Surgery","Bupivacaine/Dextrose"
"NCT04245774","Anorectal Disorder","Levobupivacaine (as Levobupivacaine Hydrochloride) 75 Mg/10 mL Solution for Injection Ampoule"
"NCT04245774","Anorectal Disorder","Bupivacaine/Dextrose"
"NCT04245774","Anesthesia","Levobupivacaine (as Levobupivacaine Hydrochloride) 75 Mg/10 mL Solution for Injection Ampoule"
"NCT04245774","Anesthesia","Bupivacaine/Dextrose"
"NCT04245774","Drug Effect","Levobupivacaine (as Levobupivacaine Hydrochloride) 75 Mg/10 mL Solution for Injection Ampoule"
"NCT04245774","Drug Effect","Bupivacaine/Dextrose"
"NCT03731988","Actinic Keratosis","lidocaine/prilocaine (5%) application"
"NCT01449123","Asthma","Mannitol challenge test & reversibility test"
"NCT03966560","Glaucoma, Open-Angle","Dorzolamide (as Dorzolamide Hydrochloride) 20 Mg/mL and Timolol (as Timolol Maleate) 5 Mg/mL Eye Drops"
"NCT03966560","Glaucoma, Open-Angle","Brinzolamide/Timolol 10 MG/1 ML-5 MG/1 ML Ophthalmic Suspension"
"NCT03966560","Glaucoma, Open-Angle","Travoprost and Timolol"
"NCT03966560","Glaucoma, Open-Angle","Bimatoprost and Timolol"
"NCT02005107","Roux en Y Gastric Bypass","Venlafaxine IR and Venlafaxine XR"
"NCT02005107","Sleeve Gastrectomy","Venlafaxine IR and Venlafaxine XR"
"NCT00148759","HIV Infections","LPV/r"
"NCT01518608","Anesthesia Intubation Complication","Alfentanil 0.5mg/ml (Rapifen , Janssen-Cilag)"
"NCT02058628","Acne Vulgaris","Clindamycin + BPO"
"NCT01751113","Pulmonary Disease, Chronic Obstructive","fluticasone propionate/salmeterol"
"NCT01751113","Pulmonary Disease, Chronic Obstructive","fluticasone propionate/salmeterol plus tiotropium bromide"
"NCT01432457","Major Depressive Disorder","desvenlafaxine succinate sustained-release 50 mg/day"
"NCT01432457","Major Depressive Disorder","desvenlafaxine succinate sustained-release 100 mg/day"
"NCT00810108","HIV/AIDS Treatment","lopinavir/ritonavir (Kaletra®) tablets"
"NCT00810108","HIV Infections","lopinavir/ritonavir (Kaletra®) tablets"
"NCT01911468","Obesity","metformin and liraglutide"
"NCT01876290","Postoperative Nausea and Vomiting","Dexamethasone and Ondansetron"
"NCT01928511","Chronic Hepatitis B","peg-interferon alpha 2b, 1.5mcg/kg s/c given weekly"
"NCT01930331","Plasmodium Falciparum","artemisinin/naphthoquine"
"NCT01930331","Plasmodium Falciparum","dihydroartemisinin/piperaquine phosphate"
"NCT01930331","Malaria, Falciparum","artemisinin/naphthoquine"
"NCT01930331","Malaria, Falciparum","dihydroartemisinin/piperaquine phosphate"
"NCT01442909","Non-small-cell Lung Cancer","Docetaxel and pemetrexed"
"NCT01386970","HIV","zidovudine 300mg and lamivudine 150mg as Combivir"
"NCT00638508","Postoperative Pain","Ketorolac and Ropivacaine"
"NCT04111328","Analgesia, Patient-Controlled","intravenous sufentanil and dexmedetomidine"
"NCT04111328","Analgesia, Patient-Controlled","subcutaneous sufentanil and dexmedetomidine"
"NCT04111328","Analgesia, Patient-Controlled","intravenous hydromorphone and dexmedetomidine"
"NCT04111328","Analgesia, Patient-Controlled","subcutaneous hydromorphone and dexmedetomidine"
"NCT00666536","Hypertension","valsartan and amlodipine"
"NCT00666536","Hypertension","valsartan and amlodipine"
"NCT00564395","Type 1 Diabetes Mellitus","Insulin Detemir and RAI injection"
"NCT00564395","Type 1 Diabetes Mellitus","Insulin Detemir mixed with RAI injection"
"NCT04252885","Coronavirus Infections","Lopinavir and Ritonavir Tablets"
"NCT01986998","Multiple Sclerosis","Methylprednisolone 1250 mg/24h x3 days"
"NCT01986998","Multiple Sclerosis","Oral Methylprednisolone 625 mg/24h x3 days"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin and Glimepiride (Low Dosage)"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin and Vildagliptin (Low Dosage)"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin and Insulin Glargine U100 (Low Dosage)"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin, Insulin Glargine U100, and Human Regular Insulin (Low Dosage)"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin and Glimepiride (Regular Dosage)"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin and Vildagliptin (Regular Dosage)"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin and Insulin Glargine U100 (Regular Dosage)"
"NCT04237493","Diabetes Mellitus, Type 2","Metformin, Insulin Glargine U100, and Human Regular Insulin (Regular Dosage)"
"NCT01448837","Glaucoma","Bimatoprost/Timolol, 24-hour intraocular pressure monitoring"
"NCT01458977","HIV","Truvada® (300 mg tenofovir disoproxil fumarato/200 mg emtricitabine)"
"NCT02034708","Primary Brain Tumor","Gadovist®/Gadavist®"
"NCT01360996","Polycystic Ovary Syndrome","3 mg DRSP/20 μg EE"
"NCT00527826","Pulmonary Disease, Chronic Obstructive","Salmeterol / Fluticasone (50/500 µg) BID fixed combination"
"NCT00527826","Pulmonary Disease, Chronic Obstructive","Salmeterol / Fluticasone (50/500 µg) BID separate Inhalers"
"NCT00070707","Asthma","Albuterol/Salbutamol"
"NCT01660542","Locally Advanced Breast Cancer","Neoadjuvant Chemotherapy with Docetaxel"
"NCT04149964","Post-operative Pain","Acetaminophen/Hydrocodone 325 mg/7.5 mg oral tablet"
"NCT04149964","Sinus Surgery","Acetaminophen/Hydrocodone 325 mg/7.5 mg oral tablet"
"NCT02102139","Robotic Thyroidectomy","DXM + Propofol"
"NCT02102139","Robotic Thyroidectomy","Saline + Propofol"
"NCT01214941","Pharmacodynamics","Ticlopidine and itraconazole"
"NCT02233023","Parkinson Disease","Bromocriptine and other dopamine agonists"
"NCT02247128","Aortic Valve Disease","Aspirin + clopidogrel"
"NCT02247128","Aortic Valve Disease","OAC + clopicogrel"
"NCT01845831","Type 2 Diabetes","Metformin and Sitagliptin"
